Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
239,1747760950858,20/05/2025 17:09:10,1747742950858,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 4 hours**",response,Language 1:-value,English,,,Home,7,object-174,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
240,1747760950862,20/05/2025 17:09:10,1747742950862,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 4 hours**",response,Hours:-2-value,4,,,Home,7,object-174,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
241,1747760950866,20/05/2025 17:09:10,1747742950866,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 4 hours**",response,Language 2:-value,,,,Home,7,object-174,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
242,1747760950870,20/05/2025 17:09:10,1747742950870,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 4 hours**",response,Hours:-4-value,,,,Home,7,object-174,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
243,1747760950874,20/05/2025 17:09:10,1747742950874,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 4 hours**",response,Language 3:-value,,,,Home,7,object-174,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
244,1747760950878,20/05/2025 17:09:10,1747742950878,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 4 hours**",response,Hours:-6-value,,,,Home,7,object-174,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
245,1747760950882,20/05/2025 17:09:10,1747742950882,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 4 hours**",response,Language 4:-value,,,,Home,7,object-174,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
246,1747760950886,20/05/2025 17:09:10,1747742950886,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 4 hours**",response,Hours:-8-value,,,,Home,7,object-174,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
247,1747760950890,20/05/2025 17:09:10,1747742950890,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Language 1:-value,,,,Family,8,object-175,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
248,1747760950895,20/05/2025 17:09:10,1747742950895,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Hours:-2-value,,,,Family,8,object-175,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
249,1747760950899,20/05/2025 17:09:10,1747742950899,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Language 2:-value,,,,Family,8,object-175,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
250,1747760950903,20/05/2025 17:09:10,1747742950903,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Hours:-4-value,,,,Family,8,object-175,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
251,1747760950907,20/05/2025 17:09:10,1747742950907,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Language 3:-value,,,,Family,8,object-175,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
252,1747760950912,20/05/2025 17:09:10,1747742950912,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Hours:-6-value,,,,Family,8,object-175,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
253,1747760950916,20/05/2025 17:09:10,1747742950916,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Language 4:-value,,,,Family,8,object-175,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
254,1747760950921,20/05/2025 17:09:10,1747742950921,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Hours:-8-value,,,,Family,8,object-175,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
255,1747760950925,20/05/2025 17:09:10,1747742950925,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Language 1:-value,English,,,Social,9,object-176,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
256,1747760950929,20/05/2025 17:09:10,1747742950929,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Hours:-2-value,4,,,Social,9,object-176,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
257,1747760950933,20/05/2025 17:09:10,1747742950933,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Language 2:-value,,,,Social,9,object-176,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
258,1747760950938,20/05/2025 17:09:10,1747742950938,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Hours:-4-value,,,,Social,9,object-176,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
259,1747760950942,20/05/2025 17:09:10,1747742950942,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Language 3:-value,,,,Social,9,object-176,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
260,1747760950947,20/05/2025 17:09:10,1747742950947,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Hours:-6-value,,,,Social,9,object-176,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
261,1747760950951,20/05/2025 17:09:10,1747742950951,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Language 4:-value,,,,Social,9,object-176,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
262,1747760950955,20/05/2025 17:09:10,1747742950955,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Hours:-8-value,,,,Social,9,object-176,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
263,1747760950960,20/05/2025 17:09:10,1747742950960,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 4 hours**",response,Language 1:-value,English,,,Work/school,10,object-177,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
264,1747760950964,20/05/2025 17:09:10,1747742950964,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 4 hours**",response,Hours:-2-value,4,,,Work/school,10,object-177,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
265,1747760950968,20/05/2025 17:09:10,1747742950968,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 4 hours**",response,Language 2:-value,,,,Work/school,10,object-177,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
266,1747760950974,20/05/2025 17:09:10,1747742950974,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 4 hours**",response,Hours:-4-value,,,,Work/school,10,object-177,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
267,1747760950978,20/05/2025 17:09:10,1747742950978,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 4 hours**",response,Language 3:-value,,,,Work/school,10,object-177,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
268,1747760950982,20/05/2025 17:09:10,1747742950982,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 4 hours**",response,Hours:-6-value,,,,Work/school,10,object-177,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
269,1747760950988,20/05/2025 17:09:10,1747742950988,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 4 hours**",response,Language 4:-value,,,,Work/school,10,object-177,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
