Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
128,1748912150759,03/06/2025 00:55:50,1748886950759,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Japanese**,response,Writing-value,3,,,Language 3,4,object-64,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
129,1748912150760,03/06/2025 00:55:50,1748886950760,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Japanese**,response,Writing-quantised,3,,,Language 3,4,object-64,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
130,1748912150762,03/06/2025 00:55:50,1748886950762,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**English**,response,Watching television-value,1,,,Language 1,2,object-70,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
131,1748912150763,03/06/2025 00:55:50,1748886950763,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**English**,response,Listening to radio-value,0,,,Language 1,2,object-70,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
132,1748912150765,03/06/2025 00:55:50,1748886950765,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**English**,response,Reading for fun-value,0,,,Language 1,2,object-70,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
133,1748912150766,03/06/2025 00:55:50,1748886950766,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**English**,response,Reading for school/work-value,2,,,Language 1,2,object-70,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
134,1748912150767,03/06/2025 00:55:50,1748886950767,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**English**,response,Using social media and internet-value,3,,,Language 1,2,object-70,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
135,1748912150769,03/06/2025 00:55:50,1748886950769,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**English**,response,Writing for school/work-value,5,,,Language 1,2,object-70,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
136,1748912150770,03/06/2025 00:55:50,1748886950770,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Mandarin Chinese**,response,Watching television-value,0,,,Language 2,3,object-74,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
137,1748912150772,03/06/2025 00:55:50,1748886950772,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Mandarin Chinese**,response,Listening to radio-value,0,,,Language 2,3,object-74,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
138,1748912150773,03/06/2025 00:55:50,1748886950773,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Mandarin Chinese**,response,Reading for fun-value,0,,,Language 2,3,object-74,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
139,1748912150774,03/06/2025 00:55:50,1748886950774,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Mandarin Chinese**,response,Reading for school/work-value,0,,,Language 2,3,object-74,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
140,1748912150776,03/06/2025 00:55:50,1748886950776,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Mandarin Chinese**,response,Using social media and internet-value,1,,,Language 2,3,object-74,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
141,1748912150777,03/06/2025 00:55:50,1748886950777,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Mandarin Chinese**,response,Writing for school/work-value,0,,,Language 2,3,object-74,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
142,1748912150780,03/06/2025 00:55:50,1748886950780,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Japanese**,response,Watching television-value,0,,,Language 3,4,object-75,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
143,1748912150781,03/06/2025 00:55:50,1748886950781,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Japanese**,response,Listening to radio-value,0,,,Language 3,4,object-75,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
144,1748912150783,03/06/2025 00:55:50,1748886950783,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Japanese**,response,Reading for fun-value,0,,,Language 3,4,object-75,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
145,1748912150785,03/06/2025 00:55:50,1748886950785,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Japanese**,response,Reading for school/work-value,2,,,Language 3,4,object-75,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
146,1748912150788,03/06/2025 00:55:50,1748886950788,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Japanese**,response,Using social media and internet-value,1,,,Language 3,4,object-75,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
147,1748912150790,03/06/2025 00:55:50,1748886950790,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 9,qrquyf,9,**Japanese**,response,Writing for school/work-value,2,,,Language 3,4,object-75,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
148,1748912150792,03/06/2025 00:55:50,1748886950792,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**English**,response,Family members-value,3,,,Language 1,3,object-85,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
149,1748912150794,03/06/2025 00:55:50,1748886950794,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**English**,response,Friends*-value,2,,,Language 1,3,object-85,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
150,1748912150796,03/06/2025 00:55:50,1748886950796,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**English**,response,Classmates-value,5,,,Language 1,3,object-85,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
151,1748912150797,03/06/2025 00:55:50,1748886950797,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**English**,response,"Others (co-workers**, roommates, etc.)-value",0,,,Language 1,3,object-85,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
152,1748912150799,03/06/2025 00:55:50,1748886950799,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**Mandarin Chinese**,response,Family members-value,0,,,Language 2,4,object-86,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
153,1748912150801,03/06/2025 00:55:50,1748886950801,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**Mandarin Chinese**,response,Friends*-value,0,,,Language 2,4,object-86,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
154,1748912150803,03/06/2025 00:55:50,1748886950803,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**Mandarin Chinese**,response,Classmates-value,0,,,Language 2,4,object-86,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
155,1748912150805,03/06/2025 00:55:50,1748886950805,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**Mandarin Chinese**,response,"Others (co-workers**, roommates, etc.)-value",0,,,Language 2,4,object-86,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
156,1748912150807,03/06/2025 00:55:50,1748886950807,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**Japanese**,response,Family members-value,0,,,Language 3,5,object-87,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
157,1748912150809,03/06/2025 00:55:50,1748886950809,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 10,xtiouw,10,**Japanese**,response,Friends*-value,0,,,Language 3,5,object-87,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
